session_id,cart_time,purchase_time,gap_minutes,gap_seconds
2b579cf1-c0dd-4112-8791-6f9956a829b3,2019-11-17 07:33:00+00:00,2019-11-17 07:48:48+00:00,15.8,948.0
2c0ae962-b003-46b4-9f97-fa100f336127,2019-11-26 19:18:27+00:00,2019-11-26 19:21:07+00:00,2.6666666666666665,160.0
2c63c468-3004-4f5e-b1b4-71542b09b6ee,2019-11-26 14:46:34+00:00,2019-11-26 14:49:19+00:00,2.75,165.0
35ff2bbb-0d75-4af4-928b-2a4d4dfdd0f6,2019-11-20 12:04:20+00:00,2019-11-20 12:11:52+00:00,7.533333333333333,452.0
3600ca95-673e-4aaa-802a-787c67305e9a,2019-11-27 14:55:16+00:00,2019-11-27 14:58:48+00:00,3.533333333333333,212.0
3689198e-d1fb-4a06-8e2c-5dd377ea3d38,2019-11-17 16:26:57+00:00,2019-11-17 16:29:08+00:00,2.183333333333333,131.0
36d83db0-b2ee-4a04-9dbc-d6481a7f70b5,2019-11-17 12:04:51+00:00,2019-11-17 12:06:25+00:00,1.5666666666666667,94.0
3906a1eb-e975-4ff1-8892-3167a968bb62,2019-11-13 16:23:19+00:00,2019-11-13 16:31:43+00:00,8.4,504.0
3a55a13e-ce92-4156-9b9b-b76c51c82905,2019-11-07 09:25:10+00:00,2019-11-07 09:26:33+00:00,1.3833333333333333,83.0
3e839eda-fdaf-44e0-84f3-573f5abaf892,2019-11-17 19:27:57+00:00,2019-11-17 19:28:39+00:00,0.7,42.0
3ede0c43-b0cc-4c0c-b9a0-99f232aefd68,2019-11-26 16:08:35+00:00,2019-11-26 16:10:13+00:00,1.6333333333333333,98.0
42561d02-6547-425a-9f4b-198a34e89885,2019-11-18 01:52:26+00:00,2019-11-18 02:01:16+00:00,8.833333333333334,530.0
47c0f3b1-c719-4bba-8447-05500e0e91ba,2019-11-17 11:31:44+00:00,2019-11-17 11:36:54+00:00,5.166666666666667,310.0
4999db21-5e50-4dbd-9e6b-8f48109257b5,2019-11-28 08:56:14+00:00,2019-11-28 08:59:07+00:00,2.8833333333333333,173.0
4dfd1e3d-cad8-4863-97de-c492d70bbf7a,2019-11-16 11:56:48+00:00,2019-11-16 12:15:50+00:00,19.033333333333335,1142.0
5624a328-ff1b-4c7c-882e-1f04abad0bde,2019-11-17 12:54:02+00:00,2019-11-17 13:02:15+00:00,8.216666666666667,493.0
5a4967d9-7b81-42af-9398-f4463f4c2c1e,2019-11-01 09:05:43+00:00,2019-11-01 09:31:51+00:00,26.133333333333333,1568.0
5e8c49e8-b8c4-417e-9ee6-7af493f659c7,2019-11-29 12:07:16+00:00,2019-11-29 12:08:57+00:00,1.6833333333333333,101.0
640aef96-3dd5-4d12-aca1-9b49328a5b78,2019-11-24 13:11:25+00:00,2019-11-24 13:29:11+00:00,17.766666666666666,1066.0
78860a4d-69aa-4717-808a-8902e4e789e8,2019-11-25 05:36:45+00:00,2019-11-25 05:36:58+00:00,0.21666666666666667,13.0
799264c7-e1fd-4f2b-919d-e6d3b093aab9,2019-11-17 10:28:19+00:00,2019-11-17 10:56:13+00:00,27.9,1674.0
7b7a4f86-ed72-4bc3-838b-36326e6d4461,2019-11-04 06:31:08+00:00,2019-11-04 06:32:11+00:00,1.05,63.0
7bc85d94-0a2a-4138-8c51-79839afe7b46,2019-11-29 10:47:16+00:00,2019-11-29 10:48:46+00:00,1.5,90.0
8028bce3-a13d-4831-aaca-f9e446a35c56,2019-11-17 16:12:04+00:00,2019-11-17 16:12:24+00:00,0.3333333333333333,20.0
86f7ee5a-8bd6-4161-95d1-08728d91d94b,2019-11-10 03:51:15+00:00,2019-11-10 03:53:19+00:00,2.066666666666667,124.0
8b011478-d3cd-4670-9cb1-ced394197daa,2019-11-17 12:14:32+00:00,2019-11-17 12:18:45+00:00,4.216666666666667,253.0
8df89bd9-23c4-4f41-b2ad-a819dce4771a,2019-11-25 08:05:36+00:00,2019-11-25 08:06:22+00:00,0.7666666666666667,46.0
8ee7457e-161b-465a-8613-85bbed610c53,2019-11-26 09:56:36+00:00,2019-11-26 09:57:47+00:00,1.1833333333333333,71.0
968cd9d7-a400-4c83-9531-8a17af89b28c,2019-11-17 05:54:04+00:00,2019-11-17 06:19:02+00:00,24.966666666666665,1498.0
9837fc6a-7012-4974-9c76-1fd4fa412abc,2019-11-17 10:23:39+00:00,2019-11-17 10:29:11+00:00,5.533333333333333,332.0
9a8e2cf9-e027-4cb8-81d2-50b883e0a71f,2019-11-28 13:33:18+00:00,2019-11-28 13:36:58+00:00,3.6666666666666665,220.0
9b1df6c2-876b-4fdd-8c51-4a5ec25c98ed,2019-11-28 11:07:48+00:00,2019-11-28 11:10:28+00:00,2.6666666666666665,160.0
a1175c49-23ad-4240-9ce0-3c847c2f62ea,2019-11-29 12:52:22+00:00,2019-11-29 12:56:44+00:00,4.366666666666666,262.0
a4699add-126f-49cd-8af4-a1e4e3e880af,2019-11-17 08:50:52+00:00,2019-11-17 08:52:34+00:00,1.7,102.0
a5ba56bf-a48d-4c97-b3f6-70e86f3a50c8,2019-11-17 14:51:34+00:00,2019-11-17 14:53:58+00:00,2.4,144.0
a7780580-6b75-4964-a23c-e61f3ca06303,2019-11-02 06:23:02+00:00,2019-11-02 06:25:09+00:00,2.1166666666666667,127.0
a8540cec-6080-4443-ba3c-49f9f2152e58,2019-11-14 08:58:04+00:00,2019-11-14 09:02:45+00:00,4.683333333333334,281.0
afd1e184-3857-4b8f-8907-6d3079d0b978,2019-11-30 07:45:17+00:00,2019-11-30 07:46:35+00:00,1.3,78.0
b0a97262-7172-4368-b486-8578d0746e5c,2019-11-23 10:13:24+00:00,2019-11-23 10:15:34+00:00,2.1666666666666665,130.0
b446ee82-f701-4970-916a-e42b9fca4549,2019-11-16 08:33:50+00:00,2019-11-16 08:41:17+00:00,7.45,447.0
b4655ded-1dd0-4939-a270-025a3b78acad,2019-11-23 14:52:48+00:00,2019-11-23 14:53:40+00:00,0.8666666666666667,52.0
ba9a8363-a2c4-46fd-bc95-5d640cb0427f,2019-11-19 01:50:15+00:00,2019-11-19 01:53:54+00:00,3.65,219.0
bb36700a-16b3-4431-8c53-3072f5dcb7f7,2019-11-30 07:12:51+00:00,2019-11-30 07:14:41+00:00,1.8333333333333333,110.0
bd689b13-d98e-4bfc-b10e-dfd8cb9645e8,2019-11-21 16:20:10+00:00,2019-11-21 16:23:39+00:00,3.4833333333333334,209.0
be040fd9-a6e3-4cba-87e9-ea763b07fd5d,2019-11-17 17:23:14+00:00,2019-11-17 17:25:42+00:00,2.466666666666667,148.0
c3f3e94b-ab52-492e-ab3a-6be104109b49,2019-11-24 18:11:51+00:00,2019-11-24 18:12:20+00:00,0.48333333333333334,29.0
c5e4aa42-3459-45ca-bdb8-7926e2738bab,2019-11-17 14:38:52+00:00,2019-11-17 14:40:55+00:00,2.05,123.0
ca045c39-a3b8-4a90-acd3-488f97c64bab,2019-11-21 05:37:58+00:00,2019-11-21 05:40:31+00:00,2.55,153.0
cba7fdc2-513a-4c91-b4a2-8d379e836845,2019-11-30 16:19:39+00:00,2019-11-30 16:23:36+00:00,3.95,237.0
d07bc5c1-c0b1-4956-89d9-c8ea70392e63,2019-11-17 04:16:47+00:00,2019-11-17 04:20:11+00:00,3.4,204.0
d3ba90f0-22fe-4ff9-b908-49c2b751b2cc,2019-11-22 14:06:06+00:00,2019-11-22 14:06:17+00:00,0.18333333333333332,11.0
d3fbff9b-3372-4cc2-af3f-1aab0d011bcb,2019-11-13 22:28:48+00:00,2019-11-13 22:30:51+00:00,2.05,123.0
d4cbd510-11b2-416e-a427-75b25a8d318c,2019-11-16 11:51:40+00:00,2019-11-16 11:51:59+00:00,0.31666666666666665,19.0
d8e3aaae-249f-48da-95f4-44b11cb0045a,2019-11-12 09:56:51+00:00,2019-11-12 09:58:47+00:00,1.9333333333333333,116.0
db70d788-de80-4b6c-9703-4143aa41aed0,2019-11-18 23:15:48+00:00,2019-11-18 23:17:51+00:00,2.05,123.0
e2de793d-7a90-4716-8e71-3932453d4582,2019-11-17 12:59:33+00:00,2019-11-17 13:07:22+00:00,7.816666666666666,469.0
e4e0071d-b302-453c-90e2-465f4aacb847,2019-11-10 04:28:20+00:00,2019-11-10 04:28:59+00:00,0.65,39.0
e5203ca6-604d-4e5e-9b44-9787d4006fe9,2019-11-12 02:02:27+00:00,2019-11-12 02:03:10+00:00,0.7166666666666667,43.0
e8372125-d7ee-4fc8-b5f7-b34c65508372,2019-11-12 07:03:51+00:00,2019-11-12 07:07:19+00:00,3.466666666666667,208.0
e8388d0b-06c0-47b6-9f4b-494d3004b442,2019-11-17 06:41:22+00:00,2019-11-17 06:43:14+00:00,1.8666666666666667,112.0
e86829ef-5f83-4913-9943-2d7c9efe75ac,2019-11-10 09:27:27+00:00,2019-11-10 09:35:00+00:00,7.55,453.0
ebcfe5fa-2b67-4799-a595-9f05e49a6a84,2019-11-18 09:14:14+00:00,2019-11-18 09:24:48+00:00,10.566666666666666,634.0
f0e6e716-04ec-43ba-9727-12cd3280789c,2019-11-16 08:31:35+00:00,2019-11-16 08:43:00+00:00,11.416666666666666,685.0
f2982430-deeb-49a7-9af5-e4409013b6c5,2019-11-13 11:00:59+00:00,2019-11-13 11:07:26+00:00,6.45,387.0
