business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,due_in_date_parsed,clear_date_parsed,late_payment,posting_date_parsed,amount,payment_terms,invoice_age_days,posting_month,posting_year,posting_quarter,due_month,due_day_of_week,customer_late_rate,customer_invoice_count,customer_avg_delay
U001,CCU013,KRAFT F us,2019-03-01 00:00:00,2019.0,1928509245.0,2018-12-30,20181231,20181230,20181230.0,USD,RV,1.0,,152.1,20181230.0,NAX2,1928509245.0,0,2018-12-30,2019-03-01,1,2018-12-30,152.1,NAX2,0,12,2018,4,12,6,0.0,0,0.0
U001,0200769623,WAL-MAR us,2019-01-15 00:00:00,2019.0,1928540938.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,4439.84,20181230.0,NAH4,1928540938.0,0,2019-01-14,2019-01-15,1,2018-12-30,4439.84,NAH4,15,12,2018,4,1,0,0.2857142857142857,7,0.42857142857142855
U001,0200769623,WAL-MAR trust,2019-01-09 00:00:00,2019.0,1928542104.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,2873.81,20181230.0,NAH4,1928542104.0,0,2019-01-14,2019-01-09,0,2018-12-30,2873.81,NAH4,15,12,2018,4,1,0,0.375,8,0.5
U001,0200769623,WAL-MAR co,2019-01-09 00:00:00,2019.0,1928540559.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,50701.55,20181230.0,NAH4,1928540559.0,0,2019-01-14,2019-01-09,0,2018-12-30,50701.55,NAH4,15,12,2018,4,1,0,0.3333333333333333,9,0.4444444444444444
U001,0200769623,WAL-MAR us,2019-01-15 00:00:00,2019.0,1928540940.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,1422.21,20181230.0,NAH4,1928540940.0,0,2019-01-14,2019-01-15,1,2018-12-30,1422.21,NAH4,15,12,2018,4,1,0,0.3,10,0.4
U001,0200769623,WAL-MAR trust,2019-01-09 00:00:00,2019.0,1928539779.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,4445.93,20181230.0,NAH4,1928539779.0,0,2019-01-14,2019-01-09,0,2018-12-30,4445.93,NAH4,15,12,2018,4,1,0,0.2727272727272727,11,0.36363636363636365
U001,0200769623,WAL-MAR corp,2019-01-09 00:00:00,2019.0,1928534405.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,4106.09,20181230.0,NAH4,1928534405.0,0,2019-01-14,2019-01-09,0,2018-12-30,4106.09,NAH4,15,12,2018,4,1,0,0.25,12,0.3333333333333333
U001,0200794332,COST foundation,2019-01-23 00:00:00,2019.0,1928523374.0,2018-12-30,20181231,20181230,20190114.0,USD,RV,1.0,,8041.59,20181230.0,NAAX,1928523374.0,0,2019-01-14,2019-01-23,1,2018-12-30,8041.59,NAAX,15,12,2018,4,1,0,1.0,1,1.0
U001,0200769623,WAL-MAR in,2019-01-10 00:00:00,2019.0,1928540787.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,72181.59,20181230.0,NAH4,1928540787.0,0,2019-01-14,2019-01-10,0,2018-12-30,72181.59,NAH4,15,12,2018,4,1,0,0.23076923076923078,13,0.3076923076923077
U001,0200769623,WAL-MAR trust,2019-01-11 00:00:00,2019.0,1928540980.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,13383.99,20181230.0,NAH4,1928540980.0,0,2019-01-14,2019-01-11,0,2018-12-30,13383.99,NAH4,15,12,2018,4,1,0,0.21428571428571427,14,0.2857142857142857
U001,0200726979,BJ'S  corp,2019-01-15 00:00:00,2019.0,1928539760.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,58.18,20181230.0,NAA8,1928539760.0,0,2019-01-14,2019-01-15,1,2018-12-30,58.18,NAA8,15,12,2018,4,1,0,1.0,1,1.0
U001,0200769623,WAL-MAR corp,2019-01-10 00:00:00,2019.0,1928533972.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,1448.77,20181230.0,NAH4,1928533972.0,0,2019-01-14,2019-01-10,0,2018-12-30,1448.77,NAH4,15,12,2018,4,1,0,0.2,15,0.26666666666666666
U001,0200769623,WAL-MAR foundation,2019-01-09 00:00:00,2019.0,1928541912.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,12438.82,20181230.0,NAH4,1928541912.0,0,2019-01-14,2019-01-09,0,2018-12-30,12438.82,NAH4,15,12,2018,4,1,0,0.1875,16,0.25
U001,0200769623,WAL-MAR trust,2019-01-09 00:00:00,2019.0,1928543239.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,10318.0,20181230.0,NAH4,1928543239.0,0,2019-01-14,2019-01-09,0,2018-12-30,10318.0,NAH4,15,12,2018,4,1,0,0.17647058823529413,17,0.23529411764705882
U001,0200726979,BJ'S  corporation,2019-01-15 00:00:00,2019.0,1928539948.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,205.13,20181230.0,NAA8,1928539948.0,0,2019-01-14,2019-01-15,1,2018-12-30,205.13,NAA8,15,12,2018,4,1,0,1.0,2,1.0
U013,0140103335,PARAM corp,2019-01-23 00:00:00,2019.0,1991818786.0,2018-12-30,20181226,20181230,20190129.0,USD,RV,1.0,,13760.55,20181230.0,NAVE,1991818786.0,0,2019-01-29,2019-01-23,0,2018-12-30,13760.55,NAVE,30,12,2018,4,1,1,0.0,0,0.0
U001,0200792734,MDV/ corp,2019-01-14 00:00:00,2019.0,1928541291.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,94653.07,20181230.0,NAA8,1928541291.0,0,2019-01-14,2019-01-14,0,2018-12-30,94653.07,NAA8,15,12,2018,4,1,0,0.0,0,0.0
U001,0200772670,ASSOCIAT foundation,2019-01-15 00:00:00,2019.0,1928543485.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,98118.31,20181230.0,NAU5,1928543485.0,0,2019-01-14,2019-01-15,1,2018-12-30,98118.31,NAU5,15,12,2018,4,1,0,0.0,0,0.0
U001,0200769623,WAL-MAR trust,2019-01-09 00:00:00,2019.0,1928532796.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,2157.78,20181230.0,NAH4,1928532796.0,0,2019-01-14,2019-01-09,0,2018-12-30,2157.78,NAH4,15,12,2018,4,1,0,0.16666666666666666,18,0.2222222222222222
U001,0200148860,DOLLA corp,2019-01-14 00:00:00,2019.0,1928539944.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,17507.51,20181230.0,NAA8,1928539944.0,0,2019-01-14,2019-01-14,0,2018-12-30,17507.51,NAA8,15,12,2018,4,1,0,0.0,0,0.0
U001,0200769623,WAL-MAR systems,2019-01-09 00:00:00,2019.0,1928537852.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,5433.68,20181230.0,NAH4,1928537852.0,0,2019-01-14,2019-01-09,0,2018-12-30,5433.68,NAH4,15,12,2018,4,1,0,0.15789473684210525,19,0.21052631578947367
U013,0100009932,SYSCO IN trust,2019-02-28 00:00:00,2019.0,1991819555.0,2018-12-30,20181228,20181230,20190129.0,USD,RV,1.0,,28225.48,20181230.0,NAVE,1991819555.0,0,2019-01-29,2019-02-28,1,2018-12-30,28225.48,NAVE,30,12,2018,4,1,1,0.0,0,0.0
U001,0200769623,WAL-MAR foundation,2019-01-10 00:00:00,2019.0,1928542585.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,38186.66,20181230.0,NAH4,1928542585.0,0,2019-01-14,2019-01-10,0,2018-12-30,38186.66,NAH4,15,12,2018,4,1,0,0.15,20,0.2
U001,0200769623,WAL-MAR foundation,2019-01-09 00:00:00,2019.0,1928539370.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,34233.17,20181230.0,NAH4,1928539370.0,0,2019-01-14,2019-01-09,0,2018-12-30,34233.17,NAH4,15,12,2018,4,1,0,0.14285714285714285,21,0.19047619047619047
U001,0200726979,BJ'S  systems,2019-01-15 00:00:00,2019.0,1928538191.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,58.18,20181230.0,NAA8,1928538191.0,0,2019-01-14,2019-01-15,1,2018-12-30,58.18,NAA8,15,12,2018,4,1,0,1.0,3,1.0
U001,0200769623,WAL-MAR in,2019-01-11 00:00:00,2019.0,1928543318.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,43689.83,20181230.0,NAH4,1928543318.0,0,2019-01-14,2019-01-11,0,2018-12-30,43689.83,NAH4,15,12,2018,4,1,0,0.13636363636363635,22,0.18181818181818182
U001,0200769623,WAL-MAR corporation,2019-01-09 00:00:00,2019.0,1928539483.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,7729.28,20181230.0,NAH4,1928539483.0,0,2019-01-14,2019-01-09,0,2018-12-30,7729.28,NAH4,15,12,2018,4,1,0,0.13043478260869565,23,0.17391304347826086
CA02,0140106181,THE  corp,2019-05-01 00:00:00,2019.0,2960519768.0,2018-12-30,20181230,20181230,20190110.0,CAD,RV,1.0,,117723.35,20181231.0,CA10,2960519768.0,0,2019-01-10,2019-05-01,1,2018-12-30,117723.35,CA10,11,12,2018,4,1,3,0.0,0,0.0
U001,0200769623,WAL-MAR associates,2019-01-16 00:00:00,2019.0,1928533975.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,344.91,20181230.0,NAH4,1928533975.0,0,2019-01-14,2019-01-16,1,2018-12-30,344.91,NAH4,15,12,2018,4,1,0,0.125,24,0.16666666666666666
U001,0200769623,WAL-MAR corporation,2019-01-09 00:00:00,2019.0,1928542592.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,14972.53,20181230.0,NAH4,1928542592.0,0,2019-01-14,2019-01-09,0,2018-12-30,14972.53,NAH4,15,12,2018,4,1,0,0.12,25,0.16
U001,0200769623,WAL-MAR associates,2019-01-10 00:00:00,2019.0,1928542044.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,12970.77,20181230.0,NAH4,1928542044.0,0,2019-01-14,2019-01-10,0,2018-12-30,12970.77,NAH4,15,12,2018,4,1,0,0.11538461538461539,26,0.15384615384615385
U001,0200706844,WINC systems,2019-01-15 00:00:00,2019.0,1928539269.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,57640.9,20181230.0,NAA8,1928539269.0,0,2019-01-14,2019-01-15,1,2018-12-30,57640.9,NAA8,15,12,2018,4,1,0,0.0,0,0.0
U001,0200769623,WAL-MAR us,2019-01-10 00:00:00,2019.0,1928543601.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,10831.45,20181230.0,NAH4,1928543601.0,0,2019-01-14,2019-01-10,0,2018-12-30,10831.45,NAH4,15,12,2018,4,1,0,0.1111111111111111,27,0.14814814814814814
U001,0200769623,WAL-MAR ,2019-01-09 00:00:00,2019.0,1928540720.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,13904.4,20181230.0,NAH4,1928540720.0,0,2019-01-14,2019-01-09,0,2018-12-30,13904.4,NAH4,15,12,2018,4,1,0,0.14285714285714285,28,0.17857142857142858
U001,0200744019,TARG corp,2019-01-11 00:00:00,2019.0,1928531603.0,2018-12-30,20181231,20181230,20190114.0,USD,RV,1.0,,11309.19,20181230.0,NAA8,1928531603.0,0,2019-01-14,2019-01-11,0,2018-12-30,11309.19,NAA8,15,12,2018,4,1,0,0.0,0,0.0
U001,0100000533,BEST  in,2019-01-14 00:00:00,2019.0,1928541601.0,2018-12-30,20181229,20181230,20190129.0,USD,RV,1.0,,625.0,20181230.0,NAD5,1928541601.0,0,2019-01-29,2019-01-14,0,2018-12-30,625.0,NAD5,30,12,2018,4,1,1,0.0,0,0.0
U001,0200772670,ASSOCIAT in,2019-01-14 00:00:00,2019.0,1928542658.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,146.15,20181230.0,NAU5,1928542658.0,0,2019-01-14,2019-01-14,0,2018-12-30,146.15,NAU5,15,12,2018,4,1,0,1.0,1,1.0
U001,0200769623,WAL-MAR us,2019-01-14 00:00:00,2019.0,1928535205.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,3408.73,20181230.0,NAH4,1928535205.0,0,2019-01-14,2019-01-14,0,2018-12-30,3408.73,NAH4,15,12,2018,4,1,0,0.1724137931034483,29,0.20689655172413793
U001,0200769623,WAL-MAR associates,2019-01-15 00:00:00,2019.0,1928537213.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,9785.88,20181230.0,NAH4,1928537213.0,0,2019-01-14,2019-01-15,1,2018-12-30,9785.88,NAH4,15,12,2018,4,1,0,0.16666666666666666,30,0.2
U001,0200769623,WAL-MAR systems,2019-01-09 00:00:00,2019.0,1928537862.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,289.28,20181230.0,NAH4,1928537862.0,0,2019-01-14,2019-01-09,0,2018-12-30,289.28,NAH4,15,12,2018,4,1,0,0.16129032258064516,31,0.1935483870967742
U001,0200769623,WAL-MAR corporation,2019-01-09 00:00:00,2019.0,1928535213.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,47642.0,20181230.0,NAH4,1928535213.0,0,2019-01-14,2019-01-09,0,2018-12-30,47642.0,NAH4,15,12,2018,4,1,0,0.15625,32,0.1875
U001,0200769623,WAL-MAR systems,2019-01-09 00:00:00,2019.0,1928539494.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,580.67,20181230.0,NAH4,1928539494.0,0,2019-01-14,2019-01-09,0,2018-12-30,580.67,NAH4,15,12,2018,4,1,0,0.15151515151515152,33,0.18181818181818182
U001,0200726979,BJ'S  systems,2019-01-15 00:00:00,2019.0,1928541853.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,131.1,20181230.0,NAA8,1928541853.0,0,2019-01-14,2019-01-15,1,2018-12-30,131.1,NAA8,15,12,2018,4,1,0,1.0,4,1.0
U001,0200704858,WAKE foundation,2019-01-22 00:00:00,2019.0,1928539716.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,18420.49,20181230.0,NAA8,1928539716.0,0,2019-01-14,2019-01-22,1,2018-12-30,18420.49,NAA8,15,12,2018,4,1,0,0.0,0,0.0
U001,0200726979,BJ'S  co,2019-01-15 00:00:00,2019.0,1928538466.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,245.3,20181230.0,NAA8,1928538466.0,0,2019-01-14,2019-01-15,1,2018-12-30,245.3,NAA8,15,12,2018,4,1,0,1.0,5,1.0
U001,0200771157,WEIS ,2019-01-18 00:00:00,2019.0,1928538447.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,78494.52,20181230.0,NAA8,1928538447.0,0,2019-01-14,2019-01-18,1,2018-12-30,78494.52,NAA8,15,12,2018,4,1,0,0.0,0,0.0
U001,0200769623,WAL-MAR foundation,2019-01-09 00:00:00,2019.0,1928541038.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,20695.38,20181230.0,NAH4,1928541038.0,0,2019-01-14,2019-01-09,0,2018-12-30,20695.38,NAH4,15,12,2018,4,1,0,0.14705882352941177,34,0.17647058823529413
U001,0200769623,WAL-MAR corp,2019-01-10 00:00:00,2019.0,1928543331.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,34293.38,20181230.0,NAH4,1928543331.0,0,2019-01-14,2019-01-10,0,2018-12-30,34293.38,NAH4,15,12,2018,4,1,0,0.14285714285714285,35,0.17142857142857143
U001,0200769623,WAL-MAR systems,2019-01-09 00:00:00,2019.0,1928540262.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,46142.53,20181230.0,NAH4,1928540262.0,0,2019-01-14,2019-01-09,0,2018-12-30,46142.53,NAH4,15,12,2018,4,1,0,0.1388888888888889,36,0.16666666666666666
U001,0200769623,WAL-MAR corporation,2019-01-10 00:00:00,2019.0,1928542939.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,3785.2,20181230.0,NAH4,1928542939.0,0,2019-01-14,2019-01-10,0,2018-12-30,3785.2,NAH4,15,12,2018,4,1,0,0.13513513513513514,37,0.16216216216216217
U001,0200750051,ALBER trust,2019-01-14 00:00:00,2019.0,1928543065.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,54013.77,20181230.0,NAA8,1928543065.0,0,2019-01-14,2019-01-14,0,2018-12-30,54013.77,NAA8,15,12,2018,4,1,0,0.0,0,0.0
U001,0200769623,WAL-MAR foundation,2019-01-09 00:00:00,2019.0,1928536197.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,25749.68,20181230.0,NAH4,1928536197.0,0,2019-01-14,2019-01-09,0,2018-12-30,25749.68,NAH4,15,12,2018,4,1,0,0.13157894736842105,38,0.15789473684210525
U001,0200769623,WAL-MAR corporation,2019-01-10 00:00:00,2019.0,1928544068.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,27793.93,20181230.0,NAH4,1928544068.0,0,2019-01-14,2019-01-10,0,2018-12-30,27793.93,NAH4,15,12,2018,4,1,0,0.1282051282051282,39,0.15384615384615385
U001,0200726979,BJ'S  llc,2019-01-15 00:00:00,2019.0,1928538429.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,79.88,20181230.0,NAA8,1928538429.0,0,2019-01-14,2019-01-15,1,2018-12-30,79.88,NAA8,15,12,2018,4,1,0,1.0,6,1.0
U001,0200748108,KROGER systems,2019-01-14 00:00:00,2019.0,1928543556.0,2018-12-30,20181230,20181230,20190114.0,USD,RV,1.0,,17912.45,20181230.0,NAA8,1928543556.0,0,2019-01-14,2019-01-14,0,2018-12-30,17912.45,NAA8,15,12,2018,4,1,0,0.0,0,0.0
U001,0200769623,WAL-MAR trust,2019-01-09 00:00:00,2019.0,1928539905.0,2018-12-30,20181229,20181230,20190114.0,USD,RV,1.0,,14902.13,20181230.0,NAH4,1928539905.0,0,2019-01-14,2019-01-09,0,2018-12-30,14902.13,NAH4,15,12,2018,4,1,0,0.125,40,0.15
U001,0200132251,SUPERB systems,2019-01-15 00:00:00,2019.0,1928540452.0,2018-12-31,20181229,20181231,20190115.0,USD,RV,1.0,,13506.6,20181231.0,NAA8,1928540452.0,0,2019-01-15,2019-01-15,0,2018-12-31,13506.6,NAA8,15,12,2018,4,1,1,0.0,0,0.0
U001,0200769623,WAL-MAR us,2019-01-10 00:00:00,2019.0,1928543342.0,2018-12-31,20181230,20181231,20190115.0,USD,RV,1.0,,21090.82,20181231.0,NAH4,1928543342.0,0,2019-01-15,2019-01-10,0,2018-12-31,21090.82,NAH4,15,12,2018,4,1,1,0.14634146341463414,41,0.17073170731707318
U001,0200769623,WAL-MAR in,2019-01-10 00:00:00,2019.0,1928540254.0,2018-12-31,20181229,20181231,20190115.0,USD,RV,1.0,,57241.34,20181231.0,NAH4,1928540254.0,0,2019-01-15,2019-01-10,0,2018-12-31,57241.34,NAH4,15,12,2018,4,1,1,0.14285714285714285,42,0.16666666666666666
U001,0200794332,COST corporation,2019-01-16 00:00:00,2019.0,1928534841.0,2018-12-31,20181229,20181231,20190115.0,USD,RV,1.0,,8041.59,20181231.0,NAAX,1928534841.0,0,2019-01-15,2019-01-16,1,2018-12-31,8041.59,NAAX,15,12,2018,4,1,1,1.0,2,5.0
U001,0200726979,BJ'S  llc,2019-01-15 00:00:00,2019.0,1928542568.0,2018-12-31,20181230,20181231,20190115.0,USD,RV,1.0,,288.12,20181231.0,NAA8,1928542568.0,0,2019-01-15,2019-01-15,0,2018-12-31,288.12,NAA8,15,12,2018,4,1,1,1.0,7,1.0
U001,0200726979,BJ'S  corp,2019-01-15 00:00:00,2019.0,1928541144.0,2018-12-31,20181229,20181231,20190115.0,USD,RV,1.0,,291.15,20181231.0,NAA8,1928541144.0,0,2019-01-15,2019-01-15,0,2018-12-31,291.15,NAA8,15,12,2018,4,1,1,0.875,8,0.875
U001,0200726979,BJ'S  co,2019-01-15 00:00:00,2019.0,1928543410.0,2018-12-31,20181230,20181231,20190115.0,USD,RV,1.0,,215.67,20181231.0,NAA8,1928543410.0,0,2019-01-15,2019-01-15,0,2018-12-31,215.67,NAA8,15,12,2018,4,1,1,0.7777777777777778,9,0.7777777777777778
U002,200806643,PLAZA WA us,2019-02-04 00:00:00,2019.0,1990563242.0,2018-12-31,20181231,20181231,20190204.0,USD,RV,1.0,,23299.33,20181231.0,NAG2,1990563242.0,0,2019-02-04,2019-02-04,0,2018-12-31,23299.33,NAG2,35,12,2018,4,2,0,0.0,0,0.0
U001,0200900909,SYSCO associates,2019-01-18 00:00:00,2019.0,1928545983.0,2018-12-31,20181231,20181231,20190115.0,USD,RV,1.0,,13580.73,20181231.0,NAA8,1928545983.0,0,2019-01-15,2019-01-18,1,2018-12-31,13580.73,NAA8,15,12,2018,4,1,1,0.0,0,0.0
U001,0200726979,BJ'S  corporation,2019-01-15 00:00:00,2019.0,1928542059.0,2018-12-31,20181229,20181231,20190115.0,USD,RV,1.0,,73.79,20181231.0,NAA8,1928542059.0,0,2019-01-15,2019-01-15,0,2018-12-31,73.79,NAA8,15,12,2018,4,1,1,0.7,10,0.7
U001,0200705742,DOT systems,2019-01-15 00:00:00,2019.0,1928546271.0,2018-12-31,20181231,20181231,20190120.0,USD,RV,1.0,,94877.93,20181231.0,NAD1,1928546271.0,0,2019-01-20,2019-01-15,0,2018-12-31,94877.93,NAD1,20,12,2018,4,1,6,0.0,0,0.0
U001,0200726979,BJ'S  llc,2019-01-15 00:00:00,2019.0,1928541229.0,2018-12-31,20181229,20181231,20190115.0,USD,RV,1.0,,113.97,20181231.0,NAA8,1928541229.0,0,2019-01-15,2019-01-15,0,2018-12-31,113.97,NAA8,15,12,2018,4,1,1,0.6363636363636364,11,0.6363636363636364
U001,0200769623,WAL-MAR trust,2019-01-11 00:00:00,2019.0,1928542475.0,2018-12-31,20181230,20181231,20190115.0,USD,RV,1.0,,32782.92,20181231.0,NAH4,1928542475.0,0,2019-01-15,2019-01-11,0,2018-12-31,32782.92,NAH4,15,12,2018,4,1,1,0.13953488372093023,43,0.16279069767441862
U001,0200756072,REINHA trust,2019-01-16 00:00:00,2019.0,1928539725.0,2018-12-31,20181229,20181231,20190115.0,USD,RV,1.0,,26309.28,20181231.0,NAA8,1928539725.0,0,2019-01-15,2019-01-16,1,2018-12-31,26309.28,NAA8,15,12,2018,4,1,1,0.0,0,0.0
U001,0200337148,COAS corp,2019-01-15 00:00:00,2019.0,1928546553.0,2018-12-31,20190101,20181231,20190115.0,USD,RV,1.0,,11860.96,20181231.0,NAA8,1928546553.0,0,2019-01-15,2019-01-15,0,2018-12-31,11860.96,NAA8,15,12,2018,4,1,1,0.0,0,0.0
U001,CCCA02,KRAFT  systems,2019-03-01 00:00:00,2019.0,1928511059.0,2018-12-31,20181231,20181231,20190204.0,USD,RV,1.0,,11418.96,20181231.0,NAG2,1928511059.0,0,2019-02-04,2019-03-01,1,2018-12-31,11418.96,NAG2,35,12,2018,4,2,0,0.0,0,0.0
U001,0200794332,COST foundation,2019-01-14 00:00:00,2019.0,1928543057.0,2018-12-31,20181230,20181231,20190115.0,USD,RV,1.0,,15798.14,20181231.0,NAAX,1928543057.0,0,2019-01-15,2019-01-14,0,2018-12-31,15798.14,NAAX,15,12,2018,4,1,1,1.0,3,3.6666666666666665
U001,0200769623,WAL-MAR systems,2019-01-14 00:00:00,2019.0,1928543373.0,2018-12-31,20181230,20181231,20190115.0,USD,RV,1.0,,21168.64,20181231.0,NAH4,1928543373.0,0,2019-01-15,2019-01-14,0,2018-12-31,21168.64,NAH4,15,12,2018,4,1,1,0.13636363636363635,44,0.1590909090909091
U001,0200900909,SYSCO systems,2019-01-17 00:00:00,2019.0,1928545978.0,2018-12-31,20181231,20181231,20190115.0,USD,RV,1.0,,913.19,20181231.0,NAA8,1928545978.0,0,2019-01-15,2019-01-17,1,2018-12-31,913.19,NAA8,15,12,2018,4,1,1,1.0,1,3.0
